in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
G4500070,2018-07-14T10:00:00Z,26.54,92.49,2.63,84.12,111,0.5,110.5
G4500070,2018-07-14T11:00:00Z,26.92,89.97,1.91,37.86,139,3.5,136
G4500070,2018-07-14T12:00:00Z,28.22,87.45,1.27,167.69,185.5,6.5,179
G4500070,2018-07-14T13:00:00Z,29.31,84.12,1.66,144.62,180,7,173
G4500070,2018-07-14T14:00:00Z,30.66,80.95,3.41,331.54,187.5,7.5,180.5
G4500070,2018-07-14T15:00:00Z,31.21,76.4,1.9,123.85,214,9,206
G4500070,2018-07-14T16:00:00Z,32.22,68,1.07,190,358.5,77.5,298.5
G4500070,2018-07-14T17:00:00Z,33.1,66.63,2.3,216.15,421.5,218.5,278
G4500070,2018-07-14T18:00:00Z,32.980000000000004,69.79,2.49,327.69,242,127.5,182.5
G4500070,2018-07-14T19:00:00Z,32.78,72.89,1.34,249.23,101,28,91.5
G4500070,2018-07-14T20:00:00Z,32.05,76.39,0.32,46.92,20,8,19.5
G4500070,2018-07-14T21:00:00Z,31.08,82.29,0.55,102.31,0,0,0
G4500070,2018-07-14T22:00:00Z,30.82,81.96,1.46,217.69,0,0,0
G4500070,2018-07-14T23:00:00Z,30.31,81.89,1.03,40,0,0,0
G4500070,2018-07-15T00:00:00Z,29.34,86.76,0.95,23.08,0,0,0
G4500070,2018-07-15T01:00:00Z,29.03,88.34,0.99,23.08,0,0,0
G4500070,2018-07-15T02:00:00Z,28.87,85.3,0.71,11.54,0,0,0
G4500070,2018-07-15T03:00:00Z,27.98,88.67,0,0,0,0,0
G4500070,2018-07-15T04:00:00Z,28.02,93.86,0.12,14.62,0,0,0
G4500070,2018-07-15T05:00:00Z,28.02,93.86,0,0,0,0,0
G4500070,2018-07-15T06:00:00Z,28.02,94.08,0,0,1.5,2,1.5
G4500070,2018-07-15T07:00:00Z,28.84,89.59,0.59,60,46.5,37,40.5
G4500070,2018-07-15T08:00:00Z,29.38,91.55,0.79,63.85,125.5,45.5,111
G4500070,2018-07-15T09:00:00Z,30.9,84.08,2.61,161.54,165.5,26.5,151.5
G4500070,2018-07-15T10:00:00Z,31.96,75.5,3.12,158.57,194.5,22.5,179
G4500070,2018-07-15T11:00:00Z,32.33,74.4,2.76,145,395,78,328.5
G4500070,2018-07-15T12:00:00Z,33.41,70.02,2.92,163.33,693.5,272.5,441
G4500070,2018-07-15T13:00:00Z,34.31,64.96,3.86,174.17,738.5,309,439
G4500070,2018-07-15T14:00:00Z,35.35,60.22,4.08,186.15,863,594,291.5
G4500070,2018-07-15T15:00:00Z,35.54,59.7,3.39,180.83,712,400.5,347.5
G4500070,2018-07-15T16:00:00Z,35.89,57.92,3.68,187.69,635,470.5,265
G4500070,2018-07-15T17:00:00Z,35.97,54.73,4.08,199.23,568,598.5,178
G4500070,2018-07-15T18:00:00Z,35.54,53.47,3.6,199.23,356,406.5,158
G4500070,2018-07-15T19:00:00Z,34.07,60.18,2.97,188.46,172.5,256,98.5
G4500070,2018-07-15T20:00:00Z,32.519999999999996,68.46,1.11,108.46,40,79,30.5
G4500070,2018-07-15T21:00:00Z,31.58,72.35,0.75,70.77,0,0,0
G4500070,2018-07-15T22:00:00Z,30.35,80.62,0.4,46.15,0,0,0
G4500070,2018-07-15T23:00:00Z,29.65,85.25,0,0,0,0,0
G4500070,2018-07-16T00:00:00Z,29.38,86.56,0,0,0,0,0
G4500070,2018-07-16T01:00:00Z,28.99,88.75,0,0,0,0,0
G4500070,2018-07-16T02:00:00Z,28.99,88.75,0,0,0,0,0
G4500070,2018-07-16T03:00:00Z,28.18,93.01,0,0,0,0,0
G4500070,2018-07-16T04:00:00Z,28.22,92.81,0.24,16.92,0,0,0
G4500070,2018-07-16T05:00:00Z,28.16,93.29,0.11,20.71,0,0,0
G4500070,2018-07-16T06:00:00Z,28.02,94.08,0.66,67.86,1,1,1
G4500070,2018-07-16T07:00:00Z,28.5,96.84,0.31,47.33,38.5,7,37
G4500070,2018-07-16T08:00:00Z,29.06,93.68,2.24,200,152.5,87,122
G4500070,2018-07-16T09:00:00Z,30.61,85.49,1.98,234.29,276,112.5,215.5
G4500070,2018-07-16T10:00:00Z,31.69,80.32,1.85,240.67,420.5,160.5,308.5
G4500070,2018-07-16T11:00:00Z,32.75,75.39,1.27,194.62,576.5,224,391
G4500070,2018-07-16T12:00:00Z,33.04,73.74,1.54,198.57,469,101,377
G4500070,2018-07-16T13:00:00Z,33.84,69.78,1.8,168.46,409.5,42,368.5
G4500070,2018-07-16T14:00:00Z,34.15,69.19,2.32,197.5,595,153,448
G4500070,2018-07-16T15:00:00Z,35.35,63.11,2.02,235.38,631.5,245,411.5
G4500070,2018-07-16T16:00:00Z,36.05,60.77,2.45,254.62,542.5,272.5,322.5
G4500070,2018-07-16T17:00:00Z,34.989999999999995,64.04,6,210.67,368,155,266
G4500070,2018-07-16T18:00:00Z,32.239999999999995,69.12,3.16,89.33,77.5,8.5,73.5
G4500070,2018-07-16T19:00:00Z,31.85,73.23,2.14,112.31,57.5,38,47.5
G4500070,2018-07-16T20:00:00Z,30.85,79.3,1.98,123.85,19,15.5,17.5
G4500070,2018-07-16T21:00:00Z,30,83.45,1.99,105.71,0,0,0
G4500070,2018-07-16T22:00:00Z,29.77,89.05,0.28,20.77,0,0,0
G4500070,2018-07-16T23:00:00Z,29.53,91.12,1.32,200,0,0,0
G4500070,2018-07-17T00:00:00Z,29.03,93.9,2.14,240.77,0,0,0
G4500070,2018-07-17T01:00:00Z,29.02,94.28,1.68,168.67,0,0,0
G4500070,2018-07-17T02:00:00Z,28.99,93.44,0.7,50.71,0,0,0
G4500070,2018-07-17T03:00:00Z,28.38,93.75,0.92,75.71,0,0,0
G4500070,2018-07-17T04:00:00Z,28.15,96.77,1.73,157.14,0,0,0
G4500070,2018-07-17T05:00:00Z,28.01,94.27,3.26,192.5,0,0,0
G4500070,2018-07-17T06:00:00Z,27.13,95.17,2.52,198,1.5,6,1.5
G4500070,2018-07-17T07:00:00Z,27.56,92.55,2.25,220,74,187,46.5
G4500070,2018-07-17T08:00:00Z,29.06,88.1,2.79,232.86,173.5,146.5,126.5
G4500070,2018-07-17T09:00:00Z,30.2,81.26,3.96,250.77,228.5,56,198
G4500070,2018-07-17T10:00:00Z,31.37,76.9,3.19,262.67,275,28,255.5
G4500070,2018-07-17T11:00:00Z,32.09,73.91,2.6,278.67,553,211.5,375
G4500070,2018-07-17T12:00:00Z,33.57,68.12,2.06,233.64,735,361,403
G4500070,2018-07-17T13:00:00Z,35.620000000000005,59.91,3.09,252.31,807.5,418,402.5
G4500070,2018-07-17T14:00:00Z,36.739999999999995,54.4,3.38,255.71,794.5,409.5,401.5
G4500070,2018-07-17T15:00:00Z,37.35,52.84,4.63,240,709.5,334,408
G4500070,2018-07-17T16:00:00Z,37.48,54.12,4.79,243.85,641.5,402,321.5
G4500070,2018-07-17T17:00:00Z,38.02,51.51,6.17,249.23,574.5,655.5,151.5
G4500070,2018-07-17T18:00:00Z,37.98,51.24,4.95,251.54,388,559,118.5
G4500070,2018-07-17T19:00:00Z,36.93,55.82,4.43,242.31,177.5,297,91.5
G4500070,2018-07-17T20:00:00Z,30.41,77.46,6.29,108.33,36.5,81.5,27.5
G4500070,2018-07-17T21:00:00Z,27.91,90.42,4.34,160.62,0,0,0
G4500070,2018-07-17T22:00:00Z,28.02,92.91,0.3,38.33,0,0,0
G4500070,2018-07-17T23:00:00Z,27.98,94.08,1.03,126.92,0,0,0
G4500070,2018-07-18T00:00:00Z,27.98,94.08,0,0,0,0,0
G4500070,2018-07-18T01:00:00Z,27.98,94.08,0.28,48.46,0,0,0
G4500070,2018-07-18T02:00:00Z,27.29,97.23,0.47,13.08,0,0,0
G4500070,2018-07-18T03:00:00Z,27.17,98.86,0.12,3.08,0,0,0
G4500070,2018-07-18T04:00:00Z,27.25,96.32,0.59,54.62,0,0,0
G4500070,2018-07-18T05:00:00Z,27.02,94.03,0.24,6.15,0,0,0
G4500070,2018-07-18T06:00:00Z,26.98,94.02,0.75,63.08,1.5,2,1.5
G4500070,2018-07-18T07:00:00Z,27.33,94.5,0,0,54,51.5,46
G4500070,2018-07-18T08:00:00Z,29.15,88.98,0.12,26.92,185.5,178,122.5
G4500070,2018-07-18T09:00:00Z,31.28,79.21,1.03,30.77,310.5,179.5,215
G4500070,2018-07-18T10:00:00Z,32.45,71.57,2.73,65.38,409.5,164,298
G4500070,2018-07-18T11:00:00Z,33.15,69.33,3.52,76.92,637.5,328.5,364.5
G4500070,2018-07-18T12:00:00Z,34.18,62.38,3.17,85.38,525.5,123,413
G4500070,2018-07-18T13:00:00Z,35.15,58.19,2.81,105.83,746,306,449.5
G4500070,2018-07-18T14:00:00Z,35.7,55.5,2.06,88.46,820.5,426.5,411.5
G4500070,2018-07-18T15:00:00Z,36.010000000000005,52.59,2.53,147.69,852.5,700,223
G4500070,2018-07-18T16:00:00Z,36.28,51.42,1.94,110,771.5,813.5,124
G4500070,2018-07-18T17:00:00Z,36.16,52.87,1.15,71.54,606,760.5,112
G4500070,2018-07-18T18:00:00Z,35.31,57.31,2.1,150,379,535.5,119
G4500070,2018-07-18T19:00:00Z,34.879999999999995,59.68,1.98,136.15,197.5,419.5,80
G4500070,2018-07-18T20:00:00Z,33.09,69.4,0.47,35.38,45,160,28
G4500070,2018-07-18T21:00:00Z,31.47,77.36,1.66,100,0,0,0
G4500070,2018-07-18T22:00:00Z,31.16,78.78,0.44,26.15,0,0,0
G4500070,2018-07-18T23:00:00Z,30.51,82.7,1.46,228.46,0,0,0
G4500070,2018-07-19T00:00:00Z,30.11,83.11,1.23,98.46,0,0,0
G4500070,2018-07-19T01:00:00Z,29.15,87.95,0,0,0,0,0
G4500070,2018-07-19T02:00:00Z,29.03,87.7,0.83,31.54,0,0,0
G4500070,2018-07-19T03:00:00Z,28.68,86.46,1.34,130,0,0,0
G4500070,2018-07-19T04:00:00Z,28.1,86.4,1.98,43.85,0,0,0
G4500070,2018-07-19T05:00:00Z,27.98,85.61,2.65,53.85,0,0,0
G4500070,2018-07-19T06:00:00Z,27.98,88.67,2.81,57.69,1,3,1
G4500070,2018-07-19T07:00:00Z,28.41,90.32,3.5,60,76.5,198.5,47
G4500070,2018-07-19T08:00:00Z,29.28,89.08,3.46,67.86,69.5,33,59.5
G4500070,2018-07-19T09:00:00Z,30.26,85.52,4.23,63.57,154.5,28.5,140
G4500070,2018-07-19T10:00:00Z,31.31,78.28,5.11,65.71,334,114,255.5
G4500070,2018-07-19T11:00:00Z,31.7,73.87,5.36,55,492,186,337
G4500070,2018-07-19T12:00:00Z,31.93,69.97,5.58,53.85,614.5,267,365.5
G4500070,2018-07-19T13:00:00Z,32.64,68.19,5.36,45.71,875.5,636.5,260.5
G4500070,2018-07-19T14:00:00Z,33.33,68.5,5.55,52.86,724.5,291.5,445.5
G4500070,2018-07-19T15:00:00Z,34.010000000000005,65.38,5.24,50.62,831.5,666.5,231.5
G4500070,2018-07-19T16:00:00Z,33.760000000000005,63.64,4.79,42.31,522,313.5,266
G4500070,2018-07-19T17:00:00Z,31.07,75.18,4.08,114.67,377,232,222
G4500070,2018-07-19T18:00:00Z,29.03,88.97,2.85,123.08,244.5,149.5,174
G4500070,2018-07-19T19:00:00Z,29.03,90.67,2.49,90.77,134.5,126,100.5
G4500070,2018-07-19T20:00:00Z,29.03,85.28,3.21,58.46,33,51.5,27
G4500070,2018-07-19T21:00:00Z,28.99,83.25,2.37,39.23,0,0,0
G4500070,2018-07-19T22:00:00Z,28.56,85.47,2.29,42.31,0,0,0
G4500070,2018-07-19T23:00:00Z,28.02,88.46,2.14,34.62,0,0,0
G4500070,2018-07-20T00:00:00Z,28.02,88.26,2.81,53.08,0,0,0
G4500070,2018-07-20T01:00:00Z,27.98,84.14,2.3,51.54,0,0,0
G4500070,2018-07-20T02:00:00Z,27.98,83.33,1.58,34.62,0,0,0
G4500070,2018-07-20T03:00:00Z,27.98,83.33,2.53,41.54,0,0,0
G4500070,2018-07-20T04:00:00Z,27.98,81.94,2.49,40,0,0,0
G4500070,2018-07-20T05:00:00Z,27.98,79.24,2.53,37.69,0,0,0
G4500070,2018-07-20T06:00:00Z,27.68,79.97,3.09,43.85,1,2,1
G4500070,2018-07-20T07:00:00Z,27.91,81.01,3.72,45.38,60.5,107,44
G4500070,2018-07-20T08:00:00Z,28.15,85.18,3.96,55.38,146,103,114
G4500070,2018-07-20T09:00:00Z,29.31,81.74,3.64,52.31,289.5,147,213
G4500070,2018-07-20T10:00:00Z,31.08,73.55,4.24,60,389.5,132.5,298.5
G4500070,2018-07-20T11:00:00Z,32.260000000000005,67.81,4.26,61.43,597,262.5,381.5
G4500070,2018-07-20T12:00:00Z,33.33,55.23,4.79,70,755,415,373
G4500070,2018-07-20T13:00:00Z,33.760000000000005,50.77,4.71,60.77,803,386.5,429.5
G4500070,2018-07-20T14:00:00Z,34.11,49.86,3.96,41.54,861.5,535.5,349
G4500070,2018-07-20T15:00:00Z,34.54,47.6,4.31,58.46,843.5,679,234.5
G4500070,2018-07-20T16:00:00Z,34.769999999999996,44.72,4,50,752,759.5,148.5
G4500070,2018-07-20T17:00:00Z,34.65,46.67,3.48,60,572.5,640.5,158.5
G4500070,2018-07-20T18:00:00Z,33.95,51.71,3.76,85.38,394,594,114.5
G4500070,2018-07-20T19:00:00Z,32.94,54.93,2.57,123.08,180,325,90
G4500070,2018-07-20T20:00:00Z,31.31,63.57,0.87,73.85,41,121.5,28.5
G4500070,2018-07-20T21:00:00Z,29.22,74.26,0.12,7.69,0,0,0
G4500070,2018-07-20T22:00:00Z,27.94,81.67,0.12,23.08,0,0,0
G4500070,2018-07-20T23:00:00Z,27.09,86.36,0.63,122.31,0,0,0
G4500070,2018-07-21T00:00:00Z,28.15,83.82,2.73,333.08,0,0,0
G4500070,2018-07-21T01:00:00Z,28.56,80.52,1.7,135.38,0,0,0
G4500070,2018-07-21T02:00:00Z,27.55,85.98,0.4,22.31,0,0,0
G4500070,2018-07-21T03:00:00Z,26.85,87.22,0.47,59.23,0,0,0
G4500070,2018-07-21T04:00:00Z,26.08,92.69,1.34,184.62,0,0,0
G4500070,2018-07-21T05:00:00Z,26.01,93.99,0.47,49.23,0,0,0
G4500070,2018-07-21T06:00:00Z,26.67,95.39,1.74,204.62,0,0,0
G4500070,2018-07-21T07:00:00Z,26.49,93.99,2.57,245.71,5,0,5
G4500070,2018-07-21T08:00:00Z,26.09,94.83,2.5,128.57,17.5,0,17.5
G4500070,2018-07-21T09:00:00Z,26.63,91.38,2.73,145.38,126.5,8,122.5
G4500070,2018-07-21T10:00:00Z,28.07,83.76,0.79,82.31,477.5,369.5,215.5
G4500070,2018-07-21T11:00:00Z,30.05,76.61,0.91,84.62,802,817,128
G4500070,2018-07-21T12:00:00Z,31.78,70.23,2.81,188.46,902,820,148.5
G4500070,2018-07-21T13:00:00Z,33.25,65.22,2.19,167.5,949,820,158.5
G4500070,2018-07-21T14:00:00Z,34.03,62.07,3.52,206.92,900.5,702.5,227.5
G4500070,2018-07-21T15:00:00Z,35,59.84,5.54,216.15,811,636.5,238.5
G4500070,2018-07-21T16:00:00Z,35.82,56.3,5.66,221.54,759,798.5,125.5
G4500070,2018-07-21T17:00:00Z,35.620000000000005,58.48,5.26,212.31,554.5,616.5,155
G4500070,2018-07-21T18:00:00Z,34.41,63.42,4.39,212.31,288.5,360.5,112
G4500070,2018-07-21T19:00:00Z,32.2,76.12,3.64,221.54,39.5,5.5,37.5
G4500070,2018-07-21T20:00:00Z,29.27,79.41,2.22,155.62,17,18,15
G4500070,2018-07-21T21:00:00Z,27.89,89.4,7.05,162.94,0,0,0
G4500070,2018-07-21T22:00:00Z,25.69,93.13,6.17,191.25,0,0,0
G4500070,2018-07-21T23:00:00Z,25.98,97.39,2.09,190.83,0,0,0
G4500070,2018-07-22T00:00:00Z,25.97,96.03,1.94,180,0,0,0
G4500070,2018-07-22T01:00:00Z,25.97,94.67,1.26,223.85,0,0,0
G4500070,2018-07-22T02:00:00Z,25.97,95.13,0.79,138.46,0,0,0
G4500070,2018-07-22T03:00:00Z,25.76,95.94,2.75,256,0,0,0
G4500070,2018-07-22T04:00:00Z,25.54,96.76,2.68,250,0,0,0
G4500070,2018-07-22T05:00:00Z,25,94.63,3.29,258.46,0,0,0
G4500070,2018-07-22T06:00:00Z,24.34,97.91,2.49,266.15,1,6,1
G4500070,2018-07-22T07:00:00Z,25.05,93.96,1.7,259.23,79.5,308,36.5
G4500070,2018-07-22T08:00:00Z,26.63,88.34,3.56,271.54,262.5,595,68
G4500070,2018-07-22T09:00:00Z,28.57,80.49,4.47,270.77,466.5,738.5,84.5
G4500070,2018-07-22T10:00:00Z,30.66,67.92,4,266.92,657,816.5,96.5
G4500070,2018-07-22T11:00:00Z,31.71,64.74,4.59,261.54,808.5,840.5,116
G4500070,2018-07-22T12:00:00Z,32.25,61.39,4.79,252.31,914.5,857.5,127.5
G4500070,2018-07-22T13:00:00Z,33.3,56.49,5.18,265.38,922,735.5,213.5
G4500070,2018-07-22T14:00:00Z,33.29,56.14,6.21,273.08,943,821,157
G4500070,2018-07-22T15:00:00Z,32.91,57.21,4.59,290,443,122,333.5
G4500070,2018-07-22T16:00:00Z,32.79,57.92,2.3,295,223,21.5,205.5
G4500070,2018-07-22T17:00:00Z,31.35,68.19,0,0,159.5,25,144.5
G4500070,2018-07-22T18:00:00Z,32.989999999999995,62.15,2.02,236.15,178.5,53.5,154
G4500070,2018-07-22T19:00:00Z,32.32,63.66,2.73,273.08,170,343,80
G4500070,2018-07-22T20:00:00Z,29.79,71.71,3.29,286,38.5,132.5,25.5
G4500070,2018-07-22T21:00:00Z,28.22,77.41,2.1,246.15,0,0,0
G4500070,2018-07-22T22:00:00Z,27.48,80.96,1.11,92.31,0,0,0
G4500070,2018-07-22T23:00:00Z,26.32,86.89,1.11,125.38,0,0,0
G4500070,2018-07-23T00:00:00Z,26.01,88.5,0.75,31.54,0,0,0
G4500070,2018-07-23T01:00:00Z,26.62,85.95,0.99,50.77,0,0,0
G4500070,2018-07-23T02:00:00Z,25.62,90.71,1.27,141.54,0,0,0
G4500070,2018-07-23T03:00:00Z,25.57,90.84,0.62,47.33,0,0,0
G4500070,2018-07-23T04:00:00Z,25.57,90.87,0.55,30,0,0,0
G4500070,2018-07-23T05:00:00Z,25.62,92.22,1.78,110,0,0,0
G4500070,2018-07-23T06:00:00Z,26.27,92.51,2.24,50,1,4.5,1
G4500070,2018-07-23T07:00:00Z,26.21,91.56,3.76,61.54,67,176.5,40.5
G4500070,2018-07-23T08:00:00Z,26.9,85.05,3.92,47.69,208.5,359,97
G4500070,2018-07-23T09:00:00Z,28.15,81.45,3.6,65.71,451.5,672,105.5
G4500070,2018-07-23T10:00:00Z,29.42,76.16,4.16,84.62,625.5,705,143
G4500070,2018-07-23T11:00:00Z,30.52,73.14,2.3,65.83,717.5,551.5,266
G4500070,2018-07-23T12:00:00Z,31.93,65.11,2.62,87.5,727,385.5,376
G4500070,2018-07-23T13:00:00Z,29.85,77.25,3.25,216.92,544.5,102.5,445.5
G4500070,2018-07-23T14:00:00Z,31.71,68.6,2.22,226.67,609,184,433
G4500070,2018-07-23T15:00:00Z,32.56,67.6,3.25,116.15,453.5,75,386.5
G4500070,2018-07-23T16:00:00Z,33.11,63.79,3.44,53.08,574.5,323.5,323.5
G4500070,2018-07-23T17:00:00Z,32.739999999999995,65.14,4.91,82.31,410.5,208.5,273.5
G4500070,2018-07-23T18:00:00Z,29.35,73.74,3.77,87.33,196.5,48.5,173
G4500070,2018-07-23T19:00:00Z,28.99,77.14,3.01,79.23,104.5,51,91
G4500070,2018-07-23T20:00:00Z,28.33,76.87,4.95,74.62,17.5,7.5,16.5
G4500070,2018-07-23T21:00:00Z,27.78,79.45,3.84,66.15,0,0,0
G4500070,2018-07-23T22:00:00Z,27.02,85.1,2.77,46.15,0,0,0
G4500070,2018-07-23T23:00:00Z,27.03,88.31,1.36,120.71,0,0,0
G4500070,2018-07-24T00:00:00Z,27.03,87.55,2.83,44.29,0,0,0
G4500070,2018-07-24T01:00:00Z,26.98,88.59,2.89,48.46,0,0,0
G4500070,2018-07-24T02:00:00Z,26.16,92,2.53,45.38,0,0,0
G4500070,2018-07-24T03:00:00Z,26.01,88.5,2.18,39.23,0,0,0
G4500070,2018-07-24T04:00:00Z,26.01,88.5,1.94,53.08,0,0,0
G4500070,2018-07-24T05:00:00Z,25.97,88.71,3.05,63.08,0,0,0
G4500070,2018-07-24T06:00:00Z,26.02,89.69,2.16,46.43,0.5,0.5,0.5
G4500070,2018-07-24T07:00:00Z,26.01,93.54,2.06,58.57,54,91,41.5
G4500070,2018-07-24T08:00:00Z,27.4,89.14,2.5,50,208.5,294.5,110.5
G4500070,2018-07-24T09:00:00Z,28.02,88.26,4.2,76.92,245,123.5,186
G4500070,2018-07-24T10:00:00Z,29.06,82.97,3.2,72.86,281,34.5,257.5
G4500070,2018-07-24T11:00:00Z,30.37,76.78,2.72,97.69,447.5,95,369
G4500070,2018-07-24T12:00:00Z,32.18,70.14,1.58,60,776,551.5,268.5
G4500070,2018-07-24T13:00:00Z,32.95,66.1,1.8,119.17,709,371,353
G4500070,2018-07-24T14:00:00Z,33.489999999999995,63.76,2.14,133.33,657,307,363.5
G4500070,2018-07-24T15:00:00Z,33.44,64.94,1.29,92.22,616,385.5,274.5
G4500070,2018-07-24T16:00:00Z,33.57,63.16,1.65,140.67,582.5,419,250
G4500070,2018-07-24T17:00:00Z,33.879999999999995,61.74,1.11,120,457.5,386.5,216
G4500070,2018-07-24T18:00:00Z,32.92,65.03,2.43,220.71,387,589.5,110.5
G4500070,2018-07-24T19:00:00Z,30,82.44,2.61,232.5,152.5,206.5,95.5
G4500070,2018-07-24T20:00:00Z,29.3,86.96,1.7,146.15,33,84,24.5
G4500070,2018-07-24T21:00:00Z,28.18,88.52,0.47,36.15,0,0,0
G4500070,2018-07-24T22:00:00Z,28.02,88.46,0.4,62.31,0,0,0
G4500070,2018-07-24T23:00:00Z,28.04,89.19,0.48,50.71,0,0,0
G4500070,2018-07-25T00:00:00Z,27.86,89.41,0.84,140.71,0,0,0
G4500070,2018-07-25T01:00:00Z,27.02,94.03,0.59,36.15,0,0,0
G4500070,2018-07-25T02:00:00Z,26.98,94.02,2.14,276.15,0,0,0
G4500070,2018-07-25T03:00:00Z,26.98,94.02,2.02,199.23,0,0,0
G4500070,2018-07-25T04:00:00Z,26.98,94.02,0.71,84.62,0,0,0
G4500070,2018-07-25T05:00:00Z,26.62,94.07,0.71,90,0,0,0
G4500070,2018-07-25T06:00:00Z,26.82,94.48,1.54,46.15,0.5,2,0.5
G4500070,2018-07-25T07:00:00Z,26.98,94.02,0.36,78.46,59.5,133.5,39.5
G4500070,2018-07-25T08:00:00Z,27.48,91.44,0.36,38.46,247.5,510.5,83
G4500070,2018-07-25T09:00:00Z,29.74,80.35,1.82,50,446.5,661.5,108
G4500070,2018-07-25T10:00:00Z,31.52,71.87,0.79,100.77,634.5,747.5,124
G4500070,2018-07-25T11:00:00Z,32.4,68.08,1.15,66.92,734.5,660.5,196.5
G4500070,2018-07-25T12:00:00Z,32.94,67.07,0.95,82.86,577.5,225.5,369.5
G4500070,2018-07-25T13:00:00Z,33.760000000000005,65.77,2.53,146.15,841.5,591,274
G4500070,2018-07-25T14:00:00Z,33.980000000000004,65.78,3.17,160.77,682.5,336.5,362.5
G4500070,2018-07-25T15:00:00Z,34.82,60.97,3.04,205.45,828,688,210
G4500070,2018-07-25T16:00:00Z,34.2,60.21,4.7,263.85,518.5,311,268.5
G4500070,2018-07-25T17:00:00Z,29.97,74.43,2.96,236.88,70,1,69
G4500070,2018-07-25T18:00:00Z,32.870000000000005,68.64,2.18,124.62,152.5,150,89
G4500070,2018-07-25T19:00:00Z,32.129999999999995,71.17,3.17,65.38,161,268.5,87.5
G4500070,2018-07-25T20:00:00Z,30.97,76.99,1.07,36.15,32.5,85.5,24.5
G4500070,2018-07-25T21:00:00Z,29.68,85.97,0,0,0,0,0
G4500070,2018-07-25T22:00:00Z,28.64,91.12,0.16,24.62,0,0,0
G4500070,2018-07-25T23:00:00Z,28.02,93.86,0.47,20,0,0,0
G4500070,2018-07-26T00:00:00Z,27.98,94.07,1.46,210,0,0,0
G4500070,2018-07-26T01:00:00Z,27.48,94.51,0.75,107.69,0,0,0
G4500070,2018-07-26T02:00:00Z,26.9,94.48,0.71,100.77,0,0,0
G4500070,2018-07-26T03:00:00Z,26.7,95.25,0,0,0,0,0
G4500070,2018-07-26T04:00:00Z,25.92,97.9,1.26,238.89,0,0,0
G4500070,2018-07-26T05:00:00Z,26.96,94.4,1.39,234.29,0,0,0
G4500070,2018-07-26T06:00:00Z,26.09,99.14,0.33,77.14,0.5,3,0.5
G4500070,2018-07-26T07:00:00Z,26.78,95.4,0.24,9.23,73,254.5,39
G4500070,2018-07-26T08:00:00Z,28.34,91.92,0,0,253.5,554.5,76
G4500070,2018-07-26T09:00:00Z,30.85,79.32,0,0,460,714.5,95.5
G4500070,2018-07-26T10:00:00Z,32.64,69.76,1.34,200,653,803.5,105.5
G4500070,2018-07-26T11:00:00Z,33.879999999999995,61.91,1.07,65.38,814,859,110.5
G4500070,2018-07-26T12:00:00Z,34.46,59.01,0.71,39.23,900,823.5,148.5
G4500070,2018-07-26T13:00:00Z,35.2,54.42,1.62,193.08,808,486,341.5
G4500070,2018-07-26T14:00:00Z,35.85,52.08,2.1,180,938.5,808,168.5
G4500070,2018-07-26T15:00:00Z,36.67,44.7,1.9,203.08,903,885.5,111.5
G4500070,2018-07-26T16:00:00Z,36.980000000000004,34.92,2.81,272.31,778.5,854,106
G4500070,2018-07-26T17:00:00Z,36.980000000000004,37.08,2.93,268.46,609,800.5,96.5
G4500070,2018-07-26T18:00:00Z,36.239999999999995,40.6,2.18,254.62,410.5,709,82.5
G4500070,2018-07-26T19:00:00Z,35.22,46.33,1.19,170.77,205.5,537.5,61
G4500070,2018-07-26T20:00:00Z,31.62,69.18,0,0,39.5,181.5,22
G4500070,2018-07-26T21:00:00Z,30.03,74.64,0,0,0,0,0
G4500070,2018-07-26T22:00:00Z,28.41,85.5,0,0,0,0,0
G4500070,2018-07-26T23:00:00Z,27.82,89.37,0.51,104.17,0,0,0
G4500070,2018-07-27T00:00:00Z,27.09,89.07,0,0,0,0,0
G4500070,2018-07-27T01:00:00Z,26.94,89.24,0.51,72.31,0,0,0
G4500070,2018-07-27T02:00:00Z,26.2,88.74,0.24,12.31,0,0,0
G4500070,2018-07-27T03:00:00Z,25.89,90.89,0.16,6.15,0,0,0
G4500070,2018-07-27T04:00:00Z,25.26,91.77,0.24,46.15,0,0,0
G4500070,2018-07-27T05:00:00Z,24.53,93.04,0,0,0,0,0
G4500070,2018-07-27T06:00:00Z,24.29,94.64,0.72,137.33,0,0,0
G4500070,2018-07-27T07:00:00Z,25.95,91.5,0.24,50.77,53.5,114,38.5
G4500070,2018-07-27T08:00:00Z,26.9,97.42,1.69,263.33,204.5,316.5,103.5
G4500070,2018-07-27T09:00:00Z,27.95,94.53,0.95,168.57,442,645.5,110
G4500070,2018-07-27T10:00:00Z,31.79,73.67,1.58,233.85,651.5,803.5,105.5
G4500070,2018-07-27T11:00:00Z,33.760000000000005,56.06,2.81,253.85,793,786.5,151.5
G4500070,2018-07-27T12:00:00Z,34.82,51.46,3.29,247.69,919.5,872.5,123
G4500070,2018-07-27T13:00:00Z,36.010000000000005,41.51,3.48,260,967,864.5,138
