in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
G4500790,2018-07-13T14:00:00Z,33.1,69.65,2.57,56.92,364.5,41,325
G4500790,2018-07-13T15:00:00Z,34.18,65.27,2.87,56.67,506,115,401.5
G4500790,2018-07-13T16:00:00Z,34.69,62.13,2.22,60,332,53,291.5
G4500790,2018-07-13T17:00:00Z,34.879999999999995,60.53,2.1,70.91,341,105.5,274
G4500790,2018-07-13T18:00:00Z,34.34,64.4,2.06,61.67,245.5,149.5,180
G4500790,2018-07-13T19:00:00Z,33.989999999999995,63.09,2.1,63.85,142.5,184,93.5
G4500790,2018-07-13T20:00:00Z,33.25,64.77,1.3,79.17,24.5,30.5,21.5
G4500790,2018-07-13T21:00:00Z,32.71,66.55,0.4,20,0,0,0
G4500790,2018-07-13T22:00:00Z,31.98,72.67,0.12,10,0,0,0
G4500790,2018-07-13T23:00:00Z,31.16,82.04,0.12,12.31,0,0,0
G4500790,2018-07-14T00:00:00Z,31.01,83.49,0,0,0,0,0
G4500790,2018-07-14T01:00:00Z,30.97,83.67,0,0,0,0,0
G4500790,2018-07-14T02:00:00Z,30.03,88.58,0,0,0,0,0
G4500790,2018-07-14T03:00:00Z,28.99,92.15,0,0,0,0,0
G4500790,2018-07-14T04:00:00Z,28.99,88.75,0.87,24.17,0,0,0
G4500790,2018-07-14T05:00:00Z,28.64,90.48,0.36,12.31,0,0,0
G4500790,2018-07-14T06:00:00Z,28.02,93.86,0.36,13.08,4,10.5,4
G4500790,2018-07-14T07:00:00Z,29.08,88.19,0,0,96.5,231,56
G4500790,2018-07-14T08:00:00Z,31.21,77.84,1.38,80.83,274.5,468,105
G4500790,2018-07-14T09:00:00Z,32.33,72.71,1.54,105.83,469.5,605.5,137.5
G4500790,2018-07-14T10:00:00Z,33.65,63.97,2.01,118.33,624.5,620,184.5
G4500790,2018-07-14T11:00:00Z,35.05,55.63,1.42,48.46,697.5,471,298.5
G4500790,2018-07-14T12:00:00Z,36.36,48.78,1.46,60.83,763,440.5,352
G4500790,2018-07-14T13:00:00Z,36.44,46.95,1.34,66.92,751.5,345,416
G4500790,2018-07-14T14:00:00Z,37.17,42.4,2.53,119.17,635,208.5,434
G4500790,2018-07-14T15:00:00Z,37.45,42.46,2.23,92.73,550.5,197,376
G4500790,2018-07-14T16:00:00Z,37.05,43.09,1.84,105,179,27.5,156.5
G4500790,2018-07-14T17:00:00Z,37.09,41.77,1.07,93.08,299,145.5,208.5
G4500790,2018-07-14T18:00:00Z,36.78,42.84,1.62,123.08,209.5,82,171
G4500790,2018-07-14T19:00:00Z,35.97,48.43,2.45,199.23,62.5,3.5,61.5
G4500790,2018-07-14T20:00:00Z,35.69,49.36,0.83,102.31,9.5,0,9.5
G4500790,2018-07-14T21:00:00Z,34.07,55.55,0,0,0,0,0
G4500790,2018-07-14T22:00:00Z,33.14,65.35,1.07,79.23,0,0,0
G4500790,2018-07-14T23:00:00Z,32.129999999999995,72.56,0.4,24.17,0,0,0
G4500790,2018-07-15T00:00:00Z,31.39,76.81,0.36,36.15,0,0,0
G4500790,2018-07-15T01:00:00Z,30.97,78.71,0,0,0,0,0
G4500790,2018-07-15T02:00:00Z,29.72,84.78,0,0,0,0,0
G4500790,2018-07-15T03:00:00Z,28.99,88.54,0,0,0,0,0
G4500790,2018-07-15T04:00:00Z,28.48,91.32,0,0,0,0,0
G4500790,2018-07-15T05:00:00Z,28.02,93.86,0,0,0,0,0
G4500790,2018-07-15T06:00:00Z,28.02,93.86,0,0,3.5,8.5,3.5
G4500790,2018-07-15T07:00:00Z,28.76,90.01,0,0,82,156.5,54.5
G4500790,2018-07-15T08:00:00Z,30.75,81.77,0.56,47.27,248,371.5,115
G4500790,2018-07-15T09:00:00Z,32.56,72.61,1.15,114.62,403.5,369.5,202
G4500790,2018-07-15T10:00:00Z,33.92,61.73,0.55,62.31,581.5,451.5,258.5
G4500790,2018-07-15T11:00:00Z,36.32,44.73,1.93,155.83,696,439.5,326
G4500790,2018-07-15T12:00:00Z,37.02,44.69,2.37,159.23,752.5,385,393
G4500790,2018-07-15T13:00:00Z,37.55,43.67,3.37,206.15,767.5,330,446.5
G4500790,2018-07-15T14:00:00Z,38.22,40.28,3.18,183.64,814,470.5,363
G4500790,2018-07-15T15:00:00Z,38.88,38.82,3.05,214.62,740,481.5,309.5
G4500790,2018-07-15T16:00:00Z,38.95,39.11,3.64,175.38,718,653.5,205.5
G4500790,2018-07-15T17:00:00Z,38.99,38.83,3.44,170,551.5,579.5,184
G4500790,2018-07-15T18:00:00Z,38.14,40.83,3.21,170,321,341.5,162.5
G4500790,2018-07-15T19:00:00Z,37.21,43.03,3.21,167.69,142.5,192,91.5
G4500790,2018-07-15T20:00:00Z,36.16,48.17,1.66,145.38,25,33.5,21.5
G4500790,2018-07-15T21:00:00Z,35.620000000000005,51.81,0.71,70.77,0,0,0
G4500790,2018-07-15T22:00:00Z,33.95,60.74,3.36,154.62,0,0,0
G4500790,2018-07-15T23:00:00Z,32.980000000000004,60.53,3.05,182.31,0,0,0
G4500790,2018-07-16T00:00:00Z,32.629999999999995,57.61,2.18,185.38,0,0,0
G4500790,2018-07-16T01:00:00Z,31.98,58.68,1.31,121.54,0,0,0
G4500790,2018-07-16T02:00:00Z,30.97,65.5,0,0,0,0,0
G4500790,2018-07-16T03:00:00Z,30.97,65.5,0,0,0,0,0
G4500790,2018-07-16T04:00:00Z,30,69.58,0,0,0,0,0
G4500790,2018-07-16T05:00:00Z,28.99,73.85,0,0,0,0,0
G4500790,2018-07-16T06:00:00Z,28.99,73.85,0,0,2.5,1.5,2.5
G4500790,2018-07-16T07:00:00Z,29.03,74.7,0,0,22,0.5,22
G4500790,2018-07-16T08:00:00Z,30.35,72.39,0.63,64.62,186,145,131.5
G4500790,2018-07-16T09:00:00Z,32.06,69.62,0.75,60,392.5,340,207
G4500790,2018-07-16T10:00:00Z,33.4,68.55,2.32,170,496.5,256.5,314.5
G4500790,2018-07-16T11:00:00Z,34.4,65.83,2.57,178.89,522,139.5,404.5
G4500790,2018-07-16T12:00:00Z,35.7,59.58,2.79,158.18,563,119,452.5
G4500790,2018-07-16T13:00:00Z,36.28,56.14,3.64,170,512.5,71,443.5
G4500790,2018-07-16T14:00:00Z,36.08,55.04,2.93,170.77,211,9,202.5
G4500790,2018-07-16T15:00:00Z,36.010000000000005,55.4,2.45,152.31,139,3.5,136
G4500790,2018-07-16T16:00:00Z,35.230000000000004,59.77,2.85,125.38,298.5,31.5,274
G4500790,2018-07-16T17:00:00Z,34.42,61,3.44,144.62,358,153.5,260
G4500790,2018-07-16T18:00:00Z,33.41,66.61,2.89,146.92,119.5,28,105.5
G4500790,2018-07-16T19:00:00Z,32.64,76.1,2.4,168.33,12.5,0,12.5
G4500790,2018-07-16T20:00:00Z,31.05,85.87,2.14,170.77,2.5,0,2.5
G4500790,2018-07-16T21:00:00Z,30.62,85.69,1.11,95.38,0,0,0
G4500790,2018-07-16T22:00:00Z,29.74,89.95,1.32,131.43,0,0,0
G4500790,2018-07-16T23:00:00Z,29.06,93.68,0.92,112.86,0,0,0
G4500790,2018-07-17T00:00:00Z,29.03,93.9,0.36,46.92,0,0,0
G4500790,2018-07-17T01:00:00Z,29.03,93.9,0.12,12.31,0,0,0
G4500790,2018-07-17T02:00:00Z,28.99,91.73,0.28,26.15,0,0,0
G4500790,2018-07-17T03:00:00Z,29.03,88.54,0.24,32.31,0,0,0
G4500790,2018-07-17T04:00:00Z,28.99,89.17,0.59,70.77,0,0,0
G4500790,2018-07-17T05:00:00Z,28.81,90.27,1.03,105.45,0,0,0
G4500790,2018-07-17T06:00:00Z,28.88,89.58,0.67,84.38,3,7.5,3
G4500790,2018-07-17T07:00:00Z,29.02,92.86,1.29,148.57,81.5,172,50
G4500790,2018-07-17T08:00:00Z,29.51,90.07,2.57,231.54,265,437,109
G4500790,2018-07-17T09:00:00Z,32.1,76.15,3.28,232.31,452,559,148
G4500790,2018-07-17T10:00:00Z,34.08,64.09,3.68,235.38,642,674,163
G4500790,2018-07-17T11:00:00Z,36.129999999999995,56.91,3.92,245.38,792,737,170
G4500790,2018-07-17T12:00:00Z,37.32,53.58,3.8,227.69,741,411,360
G4500790,2018-07-17T13:00:00Z,37.86,51.14,4.47,245.38,664.5,223.5,447.5
G4500790,2018-07-17T14:00:00Z,35.33,63.65,3.53,238.57,736.5,449.5,307
G4500790,2018-07-17T15:00:00Z,38.66,47.56,4.44,240,506.5,176,347.5
G4500790,2018-07-17T16:00:00Z,38.38,47.93,4.79,243.08,542.5,292.5,317
G4500790,2018-07-17T17:00:00Z,38.79,46.48,4.95,234.62,473,420.5,202.5
G4500790,2018-07-17T18:00:00Z,34.6,62.61,5.7,205.71,304.5,322,161.5
G4500790,2018-07-17T19:00:00Z,32.5,71.66,1.51,112.86,168.5,297,90.5
G4500790,2018-07-17T20:00:00Z,32.05,80.06,0.83,65.38,28.5,62,22.5
G4500790,2018-07-17T21:00:00Z,31.39,86.95,0.75,68.46,0,0,0
G4500790,2018-07-17T22:00:00Z,31.98,84.01,1.03,107.27,0,0,0
G4500790,2018-07-17T23:00:00Z,32.45,79.24,2.57,212.31,0,0,0
G4500790,2018-07-18T00:00:00Z,32.519999999999996,70.73,4.47,270,0,0,0
G4500790,2018-07-18T01:00:00Z,30.69,76.43,1.9,198.46,0,0,0
G4500790,2018-07-18T02:00:00Z,29.15,86.53,1.38,169.23,0,0,0
G4500790,2018-07-18T03:00:00Z,28.99,88.54,0.36,44.62,0,0,0
G4500790,2018-07-18T04:00:00Z,28.99,88.54,0.75,86.92,0,0,0
G4500790,2018-07-18T05:00:00Z,28.72,90.05,0,0,0,0,0
G4500790,2018-07-18T06:00:00Z,28.15,93.19,0,0,2.5,3,2.5
G4500790,2018-07-18T07:00:00Z,29.38,86.72,0.75,89.23,67,93,51
G4500790,2018-07-18T08:00:00Z,31.21,80.26,1.9,281.54,175.5,186,114.5
G4500790,2018-07-18T09:00:00Z,32.64,72.16,1.82,227.69,346.5,315,167
G4500790,2018-07-18T10:00:00Z,34.620000000000005,62.13,1.63,158.18,591.5,508.5,232.5
G4500790,2018-07-18T11:00:00Z,36.519999999999996,53.73,1.94,101.54,670,387,345
G4500790,2018-07-18T12:00:00Z,37.52,47.71,1.37,69.09,753,393.5,386.5
G4500790,2018-07-18T13:00:00Z,37.98,45.49,1.86,190.77,457,86.5,373.5
G4500790,2018-07-18T14:00:00Z,38.71,44.23,2.13,180.83,655,237,428.5
G4500790,2018-07-18T15:00:00Z,37.71,48.45,2.37,127.5,726,393,374
G4500790,2018-07-18T16:00:00Z,38.1,49.13,0.99,70,575.5,306,336.5
G4500790,2018-07-18T17:00:00Z,37.86,50.82,1.58,89.17,445.5,309,249
G4500790,2018-07-18T18:00:00Z,36.989999999999995,58.56,1.8,122.86,196,132.5,132.5
G4500790,2018-07-18T19:00:00Z,36.510000000000005,58.32,1.91,116.92,78.5,97,54.5
G4500790,2018-07-18T20:00:00Z,35.620000000000005,61.36,1.5,116.67,11,14,9.5
G4500790,2018-07-18T21:00:00Z,33.92,70.62,1.19,93.85,0,0,0
G4500790,2018-07-18T22:00:00Z,33.010000000000005,74.52,1.4,86.43,0,0,0
G4500790,2018-07-18T23:00:00Z,32.97,74.68,0.11,10.71,0,0,0
G4500790,2018-07-19T00:00:00Z,32.32,77.49,0,0,0,0,0
G4500790,2018-07-19T01:00:00Z,31.7,80.37,0.47,20.77,0,0,0
G4500790,2018-07-19T02:00:00Z,30.97,83.67,0,0,0,0,0
G4500790,2018-07-19T03:00:00Z,30.97,83.67,0.59,26.92,0,0,0
G4500790,2018-07-19T04:00:00Z,30.77,84.9,1.15,42.31,0,0,0
G4500790,2018-07-19T05:00:00Z,30,88.82,0.36,16.15,0,0,0
G4500790,2018-07-19T06:00:00Z,30,89.02,0.79,29.33,3,10,3
G4500790,2018-07-19T07:00:00Z,30.98,83.93,2.06,63.57,91,240.5,51.5
G4500790,2018-07-19T08:00:00Z,31.78,78.86,2.57,77.5,272.5,502,95
G4500790,2018-07-19T09:00:00Z,33.22,67.97,2.79,94.55,471.5,646,121.5
G4500790,2018-07-19T10:00:00Z,34.019999999999996,62.95,3.09,113.08,482,346.5,245.5
G4500790,2018-07-19T11:00:00Z,34.54,62.96,2.85,103.08,569,233.5,371
G4500790,2018-07-19T12:00:00Z,36.16,54.4,2.85,105,567.5,151,428
G4500790,2018-07-19T13:00:00Z,36.05,52.34,3.09,111.67,577.5,154.5,427.5
G4500790,2018-07-19T14:00:00Z,34.79,58.06,3.36,130.77,458,108.5,355
G4500790,2018-07-19T15:00:00Z,34.57,60.09,3.36,133.85,563.5,219.5,368.5
G4500790,2018-07-19T16:00:00Z,34.510000000000005,60.7,2.61,120,387,95.5,312
G4500790,2018-07-19T17:00:00Z,36.08,52.25,3.01,113.08,464,363.5,234
G4500790,2018-07-19T18:00:00Z,35.85,49.72,3.17,128.33,342.5,438,147.5
G4500790,2018-07-19T19:00:00Z,34.15,52.67,2.18,120,153,260.5,85.5
G4500790,2018-07-19T20:00:00Z,33.14,54.31,1.58,103.33,26.5,58.5,21
G4500790,2018-07-19T21:00:00Z,32.4,56.71,0.71,56.15,0,0,0
G4500790,2018-07-19T22:00:00Z,31.47,61.9,0.12,9.23,0,0,0
G4500790,2018-07-19T23:00:00Z,31.01,66.35,0.24,13.08,0,0,0
G4500790,2018-07-20T00:00:00Z,31.01,73,0.55,22.5,0,0,0
G4500790,2018-07-20T01:00:00Z,30.97,74.91,1.07,44.62,0,0,0
G4500790,2018-07-20T02:00:00Z,30.97,77.11,1.86,80,0,0,0
G4500790,2018-07-20T03:00:00Z,30.38,81.71,1.46,80,0,0,0
G4500790,2018-07-20T04:00:00Z,30,80.88,1.66,97.5,0,0,0
G4500790,2018-07-20T05:00:00Z,30,77.82,2.02,76.15,0,0,0
G4500790,2018-07-20T06:00:00Z,29.34,77.5,1.54,55.83,0.5,0,0.5
G4500790,2018-07-20T07:00:00Z,29.31,83.69,1.74,75,7,0,7
G4500790,2018-07-20T08:00:00Z,30.12,82.77,1.98,80.83,54.5,0,54.5
G4500790,2018-07-20T09:00:00Z,30.98,76.05,2.2,89.17,193.5,25,179
G4500790,2018-07-20T10:00:00Z,31.52,72.37,2.61,72.5,298.5,39,270.5
G4500790,2018-07-20T11:00:00Z,32.53,69.3,2.61,58.33,398.5,51.5,354.5
G4500790,2018-07-20T12:00:00Z,33.28,64.69,2.66,67.27,478.5,80,404.5
G4500790,2018-07-20T13:00:00Z,33.44,59.61,2.89,73.08,436,44,393.5
G4500790,2018-07-20T14:00:00Z,30.68,67.03,1.06,42.31,329.5,28.5,302
G4500790,2018-07-20T15:00:00Z,33.8,62.73,2.61,59.23,613,212,425
G4500790,2018-07-20T16:00:00Z,33.56,61.33,2.77,65.83,457.5,130,355
G4500790,2018-07-20T17:00:00Z,33.91,63.05,3.64,68.33,310,124.5,234.5
G4500790,2018-07-20T18:00:00Z,33.42,64.86,1.73,66.36,251.5,184.5,170.5
G4500790,2018-07-20T19:00:00Z,32.94,65.06,2.45,80.83,161,312,80.5
G4500790,2018-07-20T20:00:00Z,31.85,69.63,1.5,52.31,23.5,40,20
G4500790,2018-07-20T21:00:00Z,30.97,75.13,0.12,6.15,0,0,0
G4500790,2018-07-20T22:00:00Z,30.31,81.89,0,0,0,0,0
G4500790,2018-07-20T23:00:00Z,30,79.72,0.47,19.23,0,0,0
G4500790,2018-07-21T00:00:00Z,29.15,82.71,0,0,0,0,0
G4500790,2018-07-21T01:00:00Z,28.45,86.23,0.36,47.69,0,0,0
G4500790,2018-07-21T02:00:00Z,28.06,88.27,0.28,25.38,0,0,0
G4500790,2018-07-21T03:00:00Z,27.98,88.46,0.43,73.08,0,0,0
G4500790,2018-07-21T04:00:00Z,27.05,92.74,0.12,8.46,0,0,0
G4500790,2018-07-21T05:00:00Z,26.85,92.29,0,0,0,0,0
G4500790,2018-07-21T06:00:00Z,26.55,90.99,0,0,2,4.5,2
G4500790,2018-07-21T07:00:00Z,27.09,91.23,0.4,65.38,67.5,139,44.5
G4500790,2018-07-21T08:00:00Z,29,82.15,1.38,206.92,206,238.5,121.5
G4500790,2018-07-21T09:00:00Z,31.36,67.38,0.99,144.62,354.5,260,217.5
G4500790,2018-07-21T10:00:00Z,32.09,60.89,1.37,116.67,434,168,316.5
G4500790,2018-07-21T11:00:00Z,32.019999999999996,64.95,1.94,126.15,353.5,39.5,320.5
G4500790,2018-07-21T12:00:00Z,33.22,64.59,2.22,180,617,194.5,435
G4500790,2018-07-21T13:00:00Z,35.2,53.98,3.13,216.67,892.5,654.5,258
G4500790,2018-07-21T14:00:00Z,36.629999999999995,47.35,3.52,205.38,914,742,204
G4500790,2018-07-21T15:00:00Z,37.52,45.24,4.43,199.23,726,439,336.5
G4500790,2018-07-21T16:00:00Z,37.87,44.04,4.59,208.46,544.5,320.5,297.5
G4500790,2018-07-21T17:00:00Z,38.37,42.3,4.51,235.38,510.5,540.5,170
G4500790,2018-07-21T18:00:00Z,37.98,43.14,4.31,229.23,374,630,93
G4500790,2018-07-21T19:00:00Z,36.85,44.97,3.4,225.38,182.5,475,62
G4500790,2018-07-21T20:00:00Z,35.03,49.41,2.61,200.77,30,124.5,19.5
G4500790,2018-07-21T21:00:00Z,33.41,56.95,2.1,201.54,0,0,0
G4500790,2018-07-21T22:00:00Z,32.4,67.87,2.49,195.38,0,0,0
G4500790,2018-07-21T23:00:00Z,31.62,75.96,1.46,171.54,0,0,0
G4500790,2018-07-22T00:00:00Z,31.01,78.72,1.78,152.31,0,0,0
G4500790,2018-07-22T01:00:00Z,30.39,83,3.34,223.57,0,0,0
G4500790,2018-07-22T02:00:00Z,28.33,83.46,2.68,270.71,0,0,0
G4500790,2018-07-22T03:00:00Z,27.31,83.56,0.98,145.83,0,0,0
G4500790,2018-07-22T04:00:00Z,26.7,88.49,0.79,109.23,0,0,0
G4500790,2018-07-22T05:00:00Z,26.32,92.27,1.31,117.69,0,0,0
G4500790,2018-07-22T06:00:00Z,26.01,93.99,1.78,179.23,2.5,14.5,2.5
G4500790,2018-07-22T07:00:00Z,26.21,90.26,1.9,213.08,94,334,41.5
G4500790,2018-07-22T08:00:00Z,27.72,85.98,2.38,239.09,283,607,72.5
G4500790,2018-07-22T09:00:00Z,30.01,78.65,1.78,178.18,487,741.5,89
G4500790,2018-07-22T10:00:00Z,32.120000000000005,69.33,1.93,173.75,674,811,103
G4500790,2018-07-22T11:00:00Z,34.239999999999995,60.19,2.52,167,686.5,509,265
G4500790,2018-07-22T12:00:00Z,35.55,51.14,2.62,163.33,576,191.5,399.5
G4500790,2018-07-22T13:00:00Z,37.06,43.49,2.96,208.33,654,226,435
G4500790,2018-07-22T14:00:00Z,37.84,39.08,4.23,226.92,648,243,415.5
G4500790,2018-07-22T15:00:00Z,37.87,40.25,4.67,196.15,679,385,337.5
G4500790,2018-07-22T16:00:00Z,38.3,37.8,4.27,206.92,484.5,242,297
G4500790,2018-07-22T17:00:00Z,38.33,36.91,4.79,198.46,501.5,520.5,177.5
G4500790,2018-07-22T18:00:00Z,37.32,39.63,3.88,201.54,294.5,368.5,125.5
G4500790,2018-07-22T19:00:00Z,36.620000000000005,41.74,3.09,204.62,150.5,347,66
G4500790,2018-07-22T20:00:00Z,35.42,42.52,1.31,145.38,28.5,103,19.5
G4500790,2018-07-22T21:00:00Z,33.980000000000004,50.59,1.46,144.17,0,0,0
G4500790,2018-07-22T22:00:00Z,32.36,56.84,0.12,1.54,0,0,0
G4500790,2018-07-22T23:00:00Z,30.97,65.5,0,0,0,0,0
G4500790,2018-07-23T00:00:00Z,29.57,71.38,0,0,0,0,0
G4500790,2018-07-23T01:00:00Z,28.99,76.61,0,0,0,0,0
G4500790,2018-07-23T02:00:00Z,28.99,74.57,0,0,0,0,0
G4500790,2018-07-23T03:00:00Z,28.87,74.23,0,0,0,0,0
G4500790,2018-07-23T04:00:00Z,27.98,78.47,0,0,0,0,0
G4500790,2018-07-23T05:00:00Z,27.02,83.21,0,0,0,0,0
G4500790,2018-07-23T06:00:00Z,27.45,81.1,0.24,4.62,1.5,4.5,1.5
G4500790,2018-07-23T07:00:00Z,28.02,84.59,0.71,36.92,60,99,44
G4500790,2018-07-23T08:00:00Z,29.38,82.76,0.47,37.69,231.5,388,94
G4500790,2018-07-23T09:00:00Z,31.45,75.69,0.92,38.46,446,590,128.5
G4500790,2018-07-23T10:00:00Z,33.3,64.62,1.27,59.17,643.5,705.5,145.5
G4500790,2018-07-23T11:00:00Z,34.6,59.97,2.2,127.69,619.5,398.5,290
G4500790,2018-07-23T12:00:00Z,32.36,59.79,3.01,109.17,567,182.5,399
G4500790,2018-07-23T13:00:00Z,27.6,71.09,2.14,126.88,192,22.5,170.5
G4500790,2018-07-23T14:00:00Z,26.43,96.92,1.94,151.88,90.5,0,90.5
G4500790,2018-07-23T15:00:00Z,26.46,95.53,2.17,63.33,242,18.5,225.5
G4500790,2018-07-23T16:00:00Z,30.15,78.12,1.78,84,474,178.5,337.5
G4500790,2018-07-23T17:00:00Z,30.62,75.8,1.19,71.54,280,54,245
G4500790,2018-07-23T18:00:00Z,30.57,75.68,1.76,46.92,97.5,2.5,96.5
G4500790,2018-07-23T19:00:00Z,29.83,78.99,0,0,15,0,15
G4500790,2018-07-23T20:00:00Z,28.99,83.45,0.36,12.31,3,0,3
G4500790,2018-07-23T21:00:00Z,28.25,87.27,0.63,24.62,0,0,0
G4500790,2018-07-23T22:00:00Z,28.02,88.46,0.44,57.14,0,0,0
G4500790,2018-07-23T23:00:00Z,28.02,88.46,0.83,155.38,0,0,0
G4500790,2018-07-24T00:00:00Z,28.02,90.31,0.13,11.67,0,0,0
G4500790,2018-07-24T01:00:00Z,27.98,92.61,0,0,0,0,0
G4500790,2018-07-24T02:00:00Z,27.98,92.36,0,0,0,0,0
G4500790,2018-07-24T03:00:00Z,27.98,89.95,0.83,23.85,0,0,0
G4500790,2018-07-24T04:00:00Z,27.86,90.64,0.12,2.31,0,0,0
G4500790,2018-07-24T05:00:00Z,27.02,94.03,0,0,0,0,0
G4500790,2018-07-24T06:00:00Z,26.98,94.25,0,0,1.5,1,1.5
G4500790,2018-07-24T07:00:00Z,27.48,94.38,0,0,76.5,125,56
G4500790,2018-07-24T08:00:00Z,28.22,92.77,1.19,48.33,250,359.5,125.5
G4500790,2018-07-24T09:00:00Z,29.03,88.3,1.54,58.46,443.5,510,170.5
G4500790,2018-07-24T10:00:00Z,30.89,78.21,1.1,109.23,613.5,589.5,198
G4500790,2018-07-24T11:00:00Z,32.68,67,0.51,40,778,684,206.5
G4500790,2018-07-24T12:00:00Z,34.120000000000005,59.68,1.2,66.67,829.5,614.5,262.5
G4500790,2018-07-24T13:00:00Z,35.82,51.3,1.78,90.83,736,358,390
G4500790,2018-07-24T14:00:00Z,35.89,51.2,1.7,111.54,662.5,223.5,449.5
G4500790,2018-07-24T15:00:00Z,35.46,54.53,1.7,110,398.5,57.5,347
G4500790,2018-07-24T16:00:00Z,35.379999999999995,58.96,2.18,116.67,509,346,246.5
G4500790,2018-07-24T17:00:00Z,34.54,61.14,2.14,124.55,450,320,250.5
G4500790,2018-07-24T18:00:00Z,33.64,66.93,1.9,111.67,226.5,121.5,168
G4500790,2018-07-24T19:00:00Z,32.86,71.98,1.42,80,67,9,65
G4500790,2018-07-24T20:00:00Z,31.98,75.65,0.36,23.08,13.5,4.5,13
G4500790,2018-07-24T21:00:00Z,31.98,78.85,0,0,0,0,0
G4500790,2018-07-24T22:00:00Z,31.08,82.74,0,0,0,0,0
G4500790,2018-07-24T23:00:00Z,30.97,83.67,0.12,6.15,0,0,0
G4500790,2018-07-25T00:00:00Z,30.31,87.05,0,0,0,0,0
G4500790,2018-07-25T01:00:00Z,29.18,93.06,0,0,0,0,0
G4500790,2018-07-25T02:00:00Z,28.99,94.12,0,0,0,0,0
G4500790,2018-07-25T03:00:00Z,28.99,94.12,0.12,5.38,0,0,0
G4500790,2018-07-25T04:00:00Z,28.99,89.92,0,0,0,0,0
G4500790,2018-07-25T05:00:00Z,28.99,90.44,0,0,0,0,0
G4500790,2018-07-25T06:00:00Z,28.99,88.85,0.22,7.14,1,1,1
G4500790,2018-07-25T07:00:00Z,29.06,89.49,0,0,29.5,0,29.5
G4500790,2018-07-25T08:00:00Z,30.51,82.13,0,0,182.5,169,120
G4500790,2018-07-25T09:00:00Z,30.54,85.49,1.07,119.23,266.5,115.5,203.5
G4500790,2018-07-25T10:00:00Z,31.32,82.04,1.07,111.54,493,354,239.5
G4500790,2018-07-25T11:00:00Z,33.07,70.69,1.8,160,789.5,755.5,157.5
G4500790,2018-07-25T12:00:00Z,34.46,61.18,1.84,153.85,829.5,652.5,227
G4500790,2018-07-25T13:00:00Z,36.28,52.04,2.06,143.33,723,358,377.5
G4500790,2018-07-25T14:00:00Z,32.09,71.4,4.25,219.29,251,39,214
G4500790,2018-07-25T15:00:00Z,31.72,78.08,1.82,222.5,749,532.5,280
G4500790,2018-07-25T16:00:00Z,33.84,66.97,1.46,175.38,652.5,560.5,211.5
G4500790,2018-07-25T17:00:00Z,35.2,54.76,1.46,126.92,518.5,578,162.5
G4500790,2018-07-25T18:00:00Z,35.97,50.02,1.11,90.77,355,537,117.5
G4500790,2018-07-25T19:00:00Z,34.379999999999995,62.61,1.46,110.77,109.5,104,83
G4500790,2018-07-25T20:00:00Z,29.36,83.56,2.42,153.75,16.5,13.5,15.5
G4500790,2018-07-25T21:00:00Z,27.98,94.3,2.02,123.85,0,0,0
G4500790,2018-07-25T22:00:00Z,27.97,94.24,0.11,18.57,0,0,0
G4500790,2018-07-25T23:00:00Z,27.32,95.68,1.29,84,0,0,0
G4500790,2018-07-26T00:00:00Z,27.02,94.56,0,0,0,0,0
G4500790,2018-07-26T01:00:00Z,26.98,94.71,0.24,9.23,0,0,0
G4500790,2018-07-26T02:00:00Z,26.98,94.25,0,0,0,0,0
G4500790,2018-07-26T03:00:00Z,26.98,94.25,0.59,13.08,0,0,0
G4500790,2018-07-26T04:00:00Z,26.98,94.25,0.4,11.54,0,0,0
G4500790,2018-07-26T05:00:00Z,26.98,94.25,0,0,0,0,0
G4500790,2018-07-26T06:00:00Z,26.98,94.02,0,0,2,6.5,2
G4500790,2018-07-26T07:00:00Z,27.52,92.96,0,0,75,209,44.5
G4500790,2018-07-26T08:00:00Z,28.7,90.15,0,0,266.5,535.5,84
G4500790,2018-07-26T09:00:00Z,30.98,78.95,0.59,58.46,469,686,105
G4500790,2018-07-26T10:00:00Z,32.989999999999995,70.3,0.51,83.08,657,767.5,120
G4500790,2018-07-26T11:00:00Z,34.58,62.56,1.03,145,808.5,813.5,130.5
G4500790,2018-07-26T12:00:00Z,36.08,56.18,1.39,146.92,779,557,268.5
G4500790,2018-07-26T13:00:00Z,37.1,51.55,1.63,220,660.5,289,382.5
G4500790,2018-07-26T14:00:00Z,37.22,51.65,0.87,120.77,469.5,137,339.5
G4500790,2018-07-26T15:00:00Z,38.06,47.74,0.79,86.92,346.5,60,293.5
G4500790,2018-07-26T16:00:00Z,37.98,47.13,0.71,70.77,517.5,355.5,245
G4500790,2018-07-26T17:00:00Z,36.55,57.3,3.64,161.54,304,168.5,204.5
G4500790,2018-07-26T18:00:00Z,35.260000000000005,60.8,4.51,169.23,351.5,527,121
G4500790,2018-07-26T19:00:00Z,32.78,68.87,4.43,172.31,168,375,75.5
G4500790,2018-07-26T20:00:00Z,31.62,74.42,1.9,148.46,24.5,78,18
G4500790,2018-07-26T21:00:00Z,31.16,77.84,0.71,103.85,0,0,0
